video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,like_count_bruto,like_count_imputado,like_count,texto_original,n_emojis,texto_limpio,longitud_original,tokens_limpios,apto_para_texto,sentimiento,prob_pos,prob_neg,prob_neu,puntaje_sentimiento,confianza_sentimiento,tramo_likes
6W4u8sGEnGM,Ugy6Qii72nfxIpYyuCR4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@albertoshernandez5251,UCV3fr-YOixFKCZBbJP1-X4w,TODO EL APOYO PARA EL PRESIDENTE BERNARDO AREVALO 👍🇬🇹👍,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@albertoshernandez5251,hace 6 días,5,0,False,,5,False,5,TODO EL APOYO PARA EL PRESIDENTE BERNARDO AREVALO 👍🇬🇹👍,4,apoyo presidente bernardo arévalo,54,4,True,NEU,0.20472969114780426,0.09180060774087906,0.7034697532653809,0.1129290834069252,0.7034697532653809,3–10
JkpVO1hx2f8,Ugy6isIL3n6cvYbJG-94AaABAg,10 Preguntas a un año del Paro Nacional,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ninettmartinez425,UCWWkebAekppaL5b5CNlppuw,Yo vi en  Semilla y Bernardo Arévalo  una oportunidad para que Guatemala saliera de la corrupción.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ninettmartinez425,hace 1 año,3,0,False,,3,False,3,Yo vi en  Semilla y Bernardo Arévalo  una oportunidad para que Guatemala saliera de la corrupción.,0,semilla bernardo arévalo oportunidad guatemala salir corrupción,98,7,True,POS,0.5542646646499634,0.08434587717056274,0.36138951778411865,0.46991878747940063,0.5542646646499634,3–10
n8iP75gIpmw,Ugy6y6DL1AgyNzNpfMZ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@mynorrodas8591,UCjmPuazZJzscrwvk0QR9RVw,"😢que desgraciados estos sinvergüenzas porque no piden un almuerzo de Q30.00 no que  almuerzos  de millonarios  con la plata  del pueblo , si les gusta lo bueno que lo paguen con su dinero",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@mynorrodas8591,hace 2 años,2,0,False,,2,False,2,"😢que desgraciados estos sinvergüenzas porque no piden un almuerzo de Q30.00 no que  almuerzos  de millonarios  con la plata  del pueblo , si les gusta lo bueno que lo paguen con su dinero",1,desgraciado sinverguenza pedir almuerzo q30 almuerzo millonario plata pueblo gustar pagar dinero,187,12,True,NEG,0.0031231280881911516,0.9736632108688354,0.02321368269622326,-0.9705400827806443,0.9736632108688354,1–2
n8iP75gIpmw,Ugy7-QbaMzLjAO_vJMB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@OseasSamayoa-ol5rz,UCipetjeiWj4CZB6EbyYziZg,Que paguen de su sueldo sus alimentos si el pueblo de la miseria que  las empresas nos pagan lo pagamos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@OseasSamayoa-ol5rz,hace 2 años, ,0,False,,,True,0,Que paguen de su sueldo sus alimentos si el pueblo de la miseria que  las empresas nos pagan lo pagamos,0,pagar sueldo alimento pueblo miseria empresa pagar pagar,103,8,True,NEG,0.0038551182951778173,0.9745690822601318,0.021575866267085075,-0.970713963964954,0.9745690822601318,0
n8iP75gIpmw,Ugy7Dk5SDB_d3RFlHU94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,No quiere hablar de sus almuerzos se molesta . No le creo . que,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@andyB5280,hace 2 años,1,0,False,,1,False,1,No quiere hablar de sus almuerzos se molesta . No le creo . que,0,hablar almuerzo molestar,63,3,True,NEG,0.0027898037806153297,0.933830738067627,0.06337948143482208,-0.9310409342870116,0.933830738067627,1–2
WIUZtitfLRw,Ugy7b0JTkHodE4sTU_54AaABAg,Caminar en una ciudad hecha para carros,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@jorgegomez2237,UCZIQnb1fkwe39Iw2TAu-bGA,"Como dijo pia, casi no existen banquetas, solo hay un pedazo donde se puede medio caminar... Y aun quiere que le demos gracias... #IneptoBran",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@jorgegomez2237,hace 1 año,1,0,False,,1,False,1,"Como dijo pia, casi no existen banquetas, solo hay un pedazo donde se puede medio caminar... Y aun quiere que le demos gracias... #IneptoBran",0,pio banqueta pedazo caminar gracios ineptobrar,141,6,True,NEG,0.011414235457777977,0.9241132140159607,0.06447260081768036,-0.9126989785581827,0.9241132140159607,1–2
n8iP75gIpmw,Ugy8csktFvR0eUZN4cp4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@RobertoZelaya-x1v,UCTP3O0rMnc8z8v8jaDQwL0w,Señor Nery Ramos una empresa trabaja con capital propio con dinero del dueño de la empresa que le costado ganarcelo  usted  con el dinero del pueblo o cree que el estado es su empresa trabaje esfuersece  trabajen para tener una empresa no se coman lo del pueblo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@RobertoZelaya-x1v,hace 2 años,1,0,False,,1,False,1,Señor Nery Ramos una empresa trabaja con capital propio con dinero del dueño de la empresa que le costado ganarcelo  usted  con el dinero del pueblo o cree que el estado es su empresa trabaje esfuersece  trabajen para tener una empresa no se coman lo del pueblo,0,señor nery rir empresa trabajar capital dinero dueño empresa costado ganarcelo dinero pueblo creer empresa trabaje esfuersecir trabajen empresa comar pueblo,261,21,True,NEG,0.022081172093749046,0.7773975729942322,0.20052123069763184,-0.7553164009004831,0.7773975729942322,1–2
n8iP75gIpmw,UgyAcWsNSqIPesdI3nF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@moisesvaldez4043,UCsUCN0Yq_UyTvKjOJLmNrnQ,"para los Guatemaltecos mejor si no hacen nada, poque cuando los hacen es en contra del pueblo Guatemlateco",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@moisesvaldez4043,hace 2 años, ,0,False,,,True,0,"para los Guatemaltecos mejor si no hacen nada, poque cuando los hacen es en contra del pueblo Guatemlateco",0,guatemalteco pocar pueblo guatemlateco,106,4,True,NEG,0.0068731545470654964,0.9464523792266846,0.04667448624968529,-0.9395792246796191,0.9464523792266846,0
j43HgwYFKfk,UgyB52GZe4-PXJ2TqYB4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rosaelenaargueta79,UC3UVO7pTbeYvZ3ILEyRDskQ,Así debe informarse al pueblo sobre esta red de mafiosos!,@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@rosaelenaargueta79,hace 1 año,1,0,False,,1,False,1,Así debe informarse al pueblo sobre esta red de mafiosos!,0,informar pueblo red mafioso,57,4,True,NEG,0.07426866143941879,0.6127407550811768,0.31299054622650146,-0.538472093641758,0.6127407550811768,1–2
PjmxCj-a9Hg,UgyBhR2qUXgMe2NJjRN4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@herbertaguilar1387,UCuP4UK33HKtJE_S39ksmaTw,Con la corrupcion y narco gobierno de Morena en Mexico  Arevalo no deberia de hacer asociacion alguna . El pueblo de Mexico esta sufriendo .,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@herbertaguilar1387,hace 1 año, ,0,False,,,True,0,Con la corrupcion y narco gobierno de Morena en Mexico  Arevalo no deberia de hacer asociacion alguna . El pueblo de Mexico esta sufriendo .,0,corrupción narco gobierno morena méxico arévalo deberio asociación pueblo méxico sufrir,140,11,True,NEG,0.00550162885338068,0.9751647710800171,0.019333651289343834,-0.9696631422266364,0.9751647710800171,0
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ericapaz5406,UClsrFGJKWPxxw7MiaEdKLXw,Señor presidente? Enfóquese  en el crimen que está destrozado al país y también al turismo aga uso de su poder para implementar leyes que combatan el crimen en general por favor  mire a su país vecino como un joven si pudo terminar con el crimen.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@ericapaz5406,hace 1 año,3,2,False,,3,False,3,Señor presidente? Enfóquese  en el crimen que está destrozado al país y también al turismo aga uso de su poder para implementar leyes que combatan el crimen en general por favor  mire a su país vecino como un joven si pudo terminar con el crimen.,0,señor presidente enfóquese crimen destrozado turismo agar implementar ley combatar crimen general favor mire vecino joven terminar crimen,246,18,True,NEG,0.013748985715210438,0.8986082077026367,0.0876428484916687,-0.8848592219874263,0.8986082077026367,3–10
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,Ni te equivoques ni a terminado siguen siendo Salvatruchas y mareros.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@ErmePérez-q4s,hace 1 año, ,0,False,,,True,0,Ni te equivoques ni a terminado siguen siendo Salvatruchas y mareros.,0,equivoquser terminado seguir salvatrucha marero,69,5,True,NEG,0.09203731268644333,0.6204461455345154,0.2875165343284607,-0.528408832848072,0.6204461455345154,0
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,"Y los  que fueron hacer los pandilleros del salvador en antigua que, siguen haviendo maras en el salvador y eso es un país de maras",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@ErmePérez-q4s,hace 1 año, ,0,False,,,True,0,"Y los  que fueron hacer los pandilleros del salvador en antigua que, siguen haviendo maras en el salvador y eso es un país de maras",0,pandillero salvador antiguo seguir haveir mara salvador mara,131,8,True,NEG,0.006473860237747431,0.901188313961029,0.09233783930540085,-0.8947144537232816,0.901188313961029,0
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,Y todo los que tienen tatuajes del salvador son pandilleros eso su dictador lo dijo. Así que no te venden humo 💨 todo lo que dicen del salvador.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@ErmePérez-q4s,hace 1 año, ,0,False,,,True,0,Y todo los que tienen tatuajes del salvador son pandilleros eso su dictador lo dijo. Así que no te venden humo 💨 todo lo que dicen del salvador.,1,tatuaj salvador pandillero dictador vender humo salvador,144,7,True,NEG,0.02814989723265171,0.5800213813781738,0.3918286859989166,-0.5518714841455221,0.5800213813781738,0
06mFNPU0aB8,UgyC9HUMcvW-e_nFJK14AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@ruddydepaz322,UCAxvOOHQk7dYPOajzFEVtbA,Así metan los al tambo con minifaldas allí no les ba a faltar la moronga.,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@ruddydepaz322,hace 2 semanas, ,0,False,,,True,0,Así metan los al tambo con minifaldas allí no les ba a faltar la moronga.,0,metar tambo minifalda bar faltar moronga,73,6,True,NEU,0.12009307742118835,0.29059404134750366,0.5893128514289856,-0.1705009639263153,0.5893128514289856,0
06mFNPU0aB8,UgyCFEFtEmhDbi91yCF4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@MacoMorales-i2i2d,UCq3mDTTRZnUybct5M9OSXbg,Destreza dise😅,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@MacoMorales-i2i2d,hace 2 semanas,1,0,False,,1,False,1,Destreza dise😅,1,destreza disar,14,2,True,NEU,0.040895238518714905,0.37136155366897583,0.5877432227134705,-0.3304663151502609,0.5877432227134705,1–2
n8iP75gIpmw,UgyCoulSuwV8jBnjbtN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@FidelZacarias-ph7dy,UCGzXwyCzMzGmjmCbH3Hg01Q,Ése señor entrevistador pertenece al PACTO DE CORRUPTOS....ATACA LA TRANSPARENCIA Y DEFIENDE A LOS CORRUPTOS.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@FidelZacarias-ph7dy,hace 2 años,2,0,False,,2,False,2,Ése señor entrevistador pertenece al PACTO DE CORRUPTOS....ATACA LA TRANSPARENCIA Y DEFIENDE A LOS CORRUPTOS.,0,señor entrevistador pertenecer pacto corrupto atacar transparencia defender corrupto,109,9,True,NEG,0.01008174754679203,0.9495489597320557,0.04036934673786163,-0.9394672121852636,0.9495489597320557,1–2
6W4u8sGEnGM,UgyD5CIXnbXNiM-a4VF4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@OttoPalencia-b7r,UC0HvfEWozTHbwl_iEmJNvVA,Si el presidente ha sido un buen presidente pues hay que botar por el hay muchos que han hablado mal de él pero ellos no hacen nada por gustemala,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@OttoPalencia-b7r,hace 5 días,3,0,False,,3,False,3,Si el presidente ha sido un buen presidente pues hay que botar por el hay muchos que han hablado mal de él pero ellos no hacen nada por gustemala,0,presidente presidente botar hablar gustemala,145,5,True,NEG,0.15892323851585388,0.5897340178489685,0.2513427734375,-0.4308107793331146,0.5897340178489685,3–10
6W4u8sGEnGM,UgyE6hk1g9jR7zB67lV4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@megavision4488,UC14qlobYKqD-DO0j6b75lcA,seria bueno tambien hecharle mano a la ejecucion del puente  del rio la pasion que todoavia se esta utilizando ferry hay que hacer un puente rapido.,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@megavision4488,hace 3 días, ,0,False,,,True,0,seria bueno tambien hecharle mano a la ejecucion del puente  del rio la pasion que todoavia se esta utilizando ferry hay que hacer un puente rapido.,0,seriar hechar mano ejecucion puente río pasión todoavia utilizar ferry puente rápido,148,12,True,NEU,0.271847665309906,0.11280583590269089,0.6153464913368225,0.15904182940721512,0.6153464913368225,0
n8iP75gIpmw,UgyEM7_iOGkWV0SbNuB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@edwinavila4876,UCiGRBf2RNF0WRKhRVT7zFoA,"Lamentablemente en nuestro país sigue la misma sinverguenzada. Este diputado quiere tapar el sol con un dedo. Qué pasaría si un profesor quisiera que le pagaran su comida aparte de su sueldo porque le está enseñando a
 dibujar a un niño.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@edwinavila4876,hace 2 años, ,0,False,,,True,0,"Lamentablemente en nuestro país sigue la misma sinverguenzada. Este diputado quiere tapar el sol con un dedo. Qué pasaría si un profesor quisiera que le pagaran su comida aparte de su sueldo porque le está enseñando a
 dibujar a un niño.",0,lamentablemente sinverguenzado diputado tapar sol dedo pasar profesor quisiero pagar comida aparte sueldo enseñar dibujar niño,237,16,True,NEG,0.0037110804114490747,0.9573125243186951,0.03897643834352493,-0.953601443907246,0.9573125243186951,0
6W4u8sGEnGM,UgyFSrjeDvPsB0fKUdp4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@elsasalguero6914,UCa36MjQLoPAmgJo-R3G8WQA,Que Dios bendiga al gobierno de Guatemala,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@elsasalguero6914,hace 6 días,3,0,False,,3,False,3,Que Dios bendiga al gobierno de Guatemala,0,dios bendigar gobierno guatemala,41,4,True,POS,0.8117349147796631,0.027172431349754333,0.16109266877174377,0.7845624834299088,0.8117349147796631,3–10
06mFNPU0aB8,UgyHHYcKhbzXr6xEjth4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,Ay que  usarlos  como  mujeres,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@franciscoflores3120,hace 2 semanas, ,0,False,,,True,0,Ay que  usarlos  como  mujeres,0,mujer,30,1,True,NEU,0.36719459295272827,0.15503709018230438,0.4777683615684509,0.2121575027704239,0.4777683615684509,0
6W4u8sGEnGM,UgyHIuxG8A2lYDRB6vh4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@carmenfigueroa1232,UC3YpzAr7pcdKC7BVFEpYzog,"Pues como no si a Guatemala desbancaron lo anteriores presidentes han barrido con todo 
Primero Dios puedan terminar este proyecto antes que entre otr@ ladron y después busquen culpables",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@carmenfigueroa1232,hace 6 días (editado),4,1,False,,4,False,4,"Pues como no si a Guatemala desbancaron lo anteriores presidentes han barrido con todo 
Primero Dios puedan terminar este proyecto antes que entre otr@ ladron y después busquen culpables",0,guatemala desbancar president barrer terminar proyecto otr ladrón buscar culpable,186,10,True,NEG,0.013670885004103184,0.9232843518257141,0.06304480880498886,-0.9096134668216109,0.9232843518257141,3–10
6W4u8sGEnGM,UgyHIuxG8A2lYDRB6vh4AaABAg.A_zEyCTHfWFA_zWovudn2B,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,"Por eso mismo
No permítanos otro partido corrupto de los mismos de antes para salvar todo lo que hoy estamos mirando",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@Murmullodelbarrio,hace 6 días,1,0,False,,1,False,1,"Por eso mismo
No permítanos otro partido corrupto de los mismos de antes para salvar todo lo que hoy estamos mirando",0,permítano partido corrupto salvar mirar,116,5,True,NEG,0.008667857386171818,0.9270396828651428,0.06429244577884674,-0.918371825478971,0.9270396828651428,1–2
j43HgwYFKfk,UgyHcSyWHx2SKCg6db14AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@estuardoargueta137,UCQqlPPUGqAfWjd-FSh_qn7Q,"Esa universidad se debe privatizar, es la universidad mas cara de Guatemala por estudiante egresado, es una carga tributaria innecesaria.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@estuardoargueta137,hace 1 año, ,0,False,,,True,0,"Esa universidad se debe privatizar, es la universidad mas cara de Guatemala por estudiante egresado, es una carga tributaria innecesaria.",0,universidad privatizar universidad cara guatemala estudiante egresado carga tributario innecesario,137,10,True,NEG,0.004076934885233641,0.9720025062561035,0.023920511826872826,-0.9679255713708699,0.9720025062561035,0
n8iP75gIpmw,UgyIX1zx3bbc9DsK8VR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@cesaraugustomoralesmonroy6907,UC8r11yOugM2NuRfitQOxLLg,"Qué tristeza que extranjeros que vinieron como policías a una institución internacional impuesta por la ""comunidad internacional"" supuestamente para combatir la impunidad, se hayan quedado como ""analistas"" y periodistas en Guatemala, comentando temas nacionales. Es la nueva conquista.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@cesaraugustomoralesmonroy6907,hace 2 años,1,0,False,,1,False,1,"Qué tristeza que extranjeros que vinieron como policías a una institución internacional impuesta por la ""comunidad internacional"" supuestamente para combatir la impunidad, se hayan quedado como ""analistas"" y periodistas en Guatemala, comentando temas nacionales. Es la nueva conquista.",0,tristeza extranjero venir policía institución internacional impuesto comunidad internacional supuestamente combatir impunidad quedar analista periodista guatemala comentar tema nacional conquista,285,20,True,NEG,0.003168020863085985,0.9789384603500366,0.017893481999635696,-0.9757704394869506,0.9789384603500366,1–2
PjmxCj-a9Hg,UgyIfQ-oDt0uVFZIq9d4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@pablobarrios7931,UCusjriFsDHEc2AOjqk-p5ig,"Guate tambien tiene gobierno PROGRE, LOS Y LAS DIPUTADAS,  JAJAJA
CIUDADANOS Y CIUDADANAS JAJAJA
CHIQUILLOS Y CHIQUILLOS JAJAJA
Los gobiernos PROGRES son los que estan llevando  a la ruina auchoa paises,  principalmente en occidente.  
Estos PROGRESS que se pongan a trabajar de manera mas activa por el Pais y no solo bla bla bla.   Se nesesita tomar.accion YA y no bla bla bla.",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@pablobarrios7931,hace 1 año,2,0,False,,2,False,2,"Guate tambien tiene gobierno PROGRE, LOS Y LAS DIPUTADAS,  JAJAJA
CIUDADANOS Y CIUDADANAS JAJAJA
CHIQUILLOS Y CHIQUILLOS JAJAJA
Los gobiernos PROGRES son los que estan llevando  a la ruina auchoa paises,  principalmente en occidente.  
Estos PROGRESS que se pongan a trabajar de manera mas activa por el Pais y no solo bla bla bla.   Se nesesita tomar.accion YA y no bla bla bla.",0,guate gobierno prograr diputada ciudadano ciudadana chiquillo chiquillo gobierno progr ruina auchoo principalmente occidente progres trabajar activo bla bla bla nesesitar tomar acción bla bla bla,379,26,True,NEG,0.021577265113592148,0.8736497759819031,0.10477292537689209,-0.8520725108683109,0.8736497759819031,1–2
ndAZjHqzzT8,UgyIteBIiYe7DjUN3554AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,EXCELENTE,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@rwdm76,hace 11 meses, ,0,False,,,True,0,EXCELENTE,0,excelente,9,1,True,NEU,0.3187231123447418,0.2034144401550293,0.4778623580932617,0.11530867218971252,0.4778623580932617,0
lj983NWyAQY,UgyJ7QRY-X3DsJC-t-p4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@isaidiaz2388,UC5fvhAfm89JH8eDFdvc0xYw,Guate es Classic 👍💯,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,@isaidiaz2388,hace 5 años, ,0,False,,,True,0,Guate es Classic 👍💯,2,guate classic,19,2,True,POS,0.5169399380683899,0.04641056805849075,0.4366494417190552,0.47052937000989914,0.5169399380683899,0
PjmxCj-a9Hg,UgyJnStLEHxVNbAfd0p4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@mariavail8998,UCAV7QIjYhbDJaycQycM_0eQ,No dejen que nuestros hermanos Guatemalatecos qué esten encerrados en esse lugar pir favor 🙏 Autoridades sun  nuestros prójimos gracias señores 🙏 🙌 👏,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@mariavail8998,hace 1 año,3,0,False,,3,False,3,No dejen que nuestros hermanos Guatemalatecos qué esten encerrados en esse lugar pir favor 🙏 Autoridades sun  nuestros prójimos gracias señores 🙏 🙌 👏,4,dejar hermano guatemalateco estir encerrado esse lugar pir favor autoridad sun prójir gracias señor,149,14,True,NEG,0.10358581691980362,0.4518211781978607,0.4445929527282715,-0.3482353612780571,0.4518211781978607,3–10
n8iP75gIpmw,UgyMRj1sNq6Xkrqepst4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@EnnioAroche,UC3E9mAgP7VoAE5mZoAexl5g,"Son realmente estos diputados unos aprovechados, mientras los jubilados del igss  ,algunos reciben 300.00 quetzales al mes y no los an apoyado.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@EnnioAroche,hace 1 año, ,0,False,,,True,0,"Son realmente estos diputados unos aprovechados, mientras los jubilados del igss  ,algunos reciben 300.00 quetzales al mes y no los an apoyado.",0,realmente diputado aprovechado jubilado igss recibir quetzales mes apoyar,143,9,True,NEG,0.0042871469631791115,0.9760298728942871,0.019682984799146652,-0.971742725931108,0.9760298728942871,0
n8iP75gIpmw,UgyN-BmjI1Qyr5moi-x4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ernestogamboa8737,UCB5p8a5gklc80jJItP6xTHg,"Aunqué contradiga, ellos están acostumbrados a hacer esto, comiendo a costillas del pueblo,",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ernestogamboa8737,hace 2 años,6,0,False,,6,False,6,"Aunqué contradiga, ellos están acostumbrados a hacer esto, comiendo a costillas del pueblo,",0,contradigar acostumbrado comer costilla pueblo,91,5,True,NEG,0.03051201067864895,0.7800399661064148,0.18944811820983887,-0.7495279554277658,0.7800399661064148,3–10
